time,water_level
2023-01-01 00:00:00,26.123620356542087
2023-01-01 01:00:00,27.85214291922975
2023-01-01 02:00:00,27.195981825434217
2023-01-01 03:00:00,26.795975452591108
2023-01-01 04:00:00,25.46805592132731
2023-01-01 05:00:00,25.46798356100861
2023-01-01 06:00:00,25.174250836504598
2023-01-01 07:00:00,27.598528437324806
2023-01-01 08:00:00,26.803345035229626
2023-01-01 09:00:00,27.124217733388136
2023-01-01 10:00:00,25.061753482887408
2023-01-01 11:00:00,27.909729556485985
2023-01-01 12:00:00,27.497327922401265
2023-01-01 13:00:00,25.63701733203483
2023-01-01 14:00:00,25.5454749016213
2023-01-01 15:00:00,25.550213529560303
2023-01-01 16:00:00,25.912726728878614
2023-01-01 17:00:00,26.574269294896713
2023-01-01 18:00:00,26.295835055926347
2023-01-01 19:00:00,25.873687420594127
2023-01-01 20:00:00,26.83555868416714
2023-01-01 21:00:00,25.418481581956126
2023-01-01 22:00:00,25.876433945605655
2023-01-01 23:00:00,26.099085529881076
2023-01-02 00:00:00,26.368209952651107
2023-01-02 01:00:00,27.35552788417904
2023-01-02 02:00:00,25.59902134647508
2023-01-02 03:00:00,26.542703315240836
2023-01-02 04:00:00,26.777243706586127
2023-01-02 05:00:00,25.139351238159993
2023-01-02 06:00:00,26.822634555704315
2023-01-02 07:00:00,25.511572371061874
2023-01-02 08:00:00,25.19515477895584
2023-01-02 09:00:00,27.84665661176
2023-01-02 10:00:00,27.896896099223678
2023-01-02 11:00:00,27.425192044349384
2023-01-02 12:00:00,25.913841307520112
2023-01-02 13:00:00,25.29301634201915
2023-01-02 14:00:00,27.05269907953647
2023-01-02 15:00:00,26.320457481218803
2023-01-02 16:00:00,25.366114704534336
2023-01-02 17:00:00,26.48553073033381
2023-01-02 18:00:00,25.103165563345655
2023-01-02 19:00:00,27.727961206236348
2023-01-02 20:00:00,25.77633994480005
2023-01-02 21:00:00,26.987566853061946
2023-01-02 22:00:00,25.93513322826823
2023-01-02 23:00:00,26.560204063533433
2023-01-03 00:00:00,26.64013083802984
2023-01-03 01:00:00,25.55456336657658
2023-01-03 02:00:00,27.908753883293677
2023-01-03 03:00:00,27.325398470083343
2023-01-03 04:00:00,27.818496824692566
2023-01-03 05:00:00,27.684482051282945
2023-01-03 06:00:00,26.793699936433256
2023-01-03 07:00:00,27.76562270506935
2023-01-03 08:00:00,25.265477506155758
2023-01-03 09:00:00,25.587948587257436
2023-01-03 10:00:00,25.135681866731613
2023-01-03 11:00:00,25.975990992289795
2023-01-03 12:00:00,26.166031869068448
2023-01-03 13:00:00,25.814047095321687
2023-01-03 14:00:00,27.486212527455788
2023-01-03 15:00:00,26.070259980080767
2023-01-03 16:00:00,25.84280352906214
2023-01-03 17:00:00,26.628088249474747
2023-01-03 18:00:00,25.42277267492429
2023-01-03 19:00:00,27.40659094226212
2023-01-03 20:00:00,25.223651931039313
2023-01-03 21:00:00,27.960660809801553
2023-01-03 22:00:00,27.316734307889973
2023-01-03 23:00:00,25.596147044602517
2023-01-04 00:00:00,25.016566351370805
2023-01-04 01:00:00,27.446384285364502
2023-01-04 02:00:00,27.12057203154285
2023-01-04 03:00:00,27.18702150412296
2023-01-04 04:00:00,27.313811040057836
2023-01-04 05:00:00,25.22213395520227
2023-01-04 06:00:00,26.075397185632816
2023-01-04 07:00:00,25.347607178575387
2023-01-04 08:00:00,27.58931027762678
2023-01-04 09:00:00,26.869894380482673
2023-01-04 10:00:00,25.992694074557946
2023-01-04 11:00:00,25.190675050858072
2023-01-04 12:00:00,25.932946965146986
2023-01-04 13:00:00,25.97554996608024
2023-01-04 14:00:00,27.188818535014192
2023-01-04 15:00:00,26.91267241406564
2023-01-04 16:00:00,27.66163822772898
2023-01-04 17:00:00,26.41664477548585
2023-01-04 18:00:00,25.358782737814906
2023-01-04 19:00:00,27.139734361668985
2023-01-04 20:00:00,27.282355145850694
2023-01-04 21:00:00,26.68383159270849
2023-01-04 22:00:00,27.31290153986368
2023-01-04 23:00:00,26.481386789093172
2023-01-05 00:00:00,26.56819848814598
2023-01-05 01:00:00,26.28262305507565
2023-01-05 02:00:00,25.076257380232285
2023-01-05 03:00:00,25.323674280979912
2023-01-05 04:00:00,25.094287557060202
2023-01-05 05:00:00,26.909231233791342
2023-01-05 06:00:00,25.94306794322898
2023-01-05 07:00:00,26.52571207349411
2023-01-05 08:00:00,27.72269942177828
2023-01-05 09:00:00,25.747876687446624
2023-01-05 10:00:00,26.231148769106888
2023-01-05 11:00:00,27.266653415629147
2023-01-05 12:00:00,25.68639449647487
2023-01-05 13:00:00,25.23093972948638
2023-01-05 14:00:00,25.869254358741305
2023-01-05 15:00:00,25.483663861762015
2023-01-05 16:00:00,27.78909295702772
2023-01-05 17:00:00,27.42436113869325
2023-01-05 18:00:00,26.90021126953127
2023-01-05 19:00:00,27.614381770563153
2023-01-05 20:00:00,27.411016230697342
2023-01-05 21:00:00,25.559710176658108
2023-01-05 22:00:00,27.677676995469934
2023-01-05 23:00:00,26.61802672574695
2023-01-06 00:00:00,27.422320465492188
2023-01-06 01:00:00,27.68827389977048
2023-01-06 02:00:00,25.95401042491559
2023-01-06 03:00:00,25.33015577358303
2023-01-06 04:00:00,25.683805487625825
2023-01-06 05:00:00,26.28132336587877
2023-01-06 06:00:00,27.454044297767478
2023-01-06 07:00:00,27.58219174976903
2023-01-06 08:00:00,25.020856391593572
2023-01-06 09:00:00,26.532241907732697
2023-01-06 10:00:00,26.252233009446336
2023-01-06 11:00:00,25.66632343141219
2023-01-06 12:00:00,25.35959610200105
2023-01-06 13:00:00,26.012845514210884
2023-01-06 14:00:00,27.82872911173756
2023-01-06 15:00:00,25.969608796062264
2023-01-06 16:00:00,26.556371865230098
2023-01-06 17:00:00,27.109056876685536
2023-01-06 18:00:00,26.090888807137883
2023-01-06 19:00:00,27.915346248162884
2023-01-06 20:00:00,27.887341884826334
2023-01-06 21:00:00,25.755346887476094
2023-01-06 22:00:00,26.491745517677156
2023-01-06 23:00:00,25.902634929450308
2023-01-07 00:00:00,25.8545214831324
2023-01-07 01:00:00,25.1106608420636
2023-01-07 02:00:00,26.82869300193969
2023-01-07 03:00:00,26.508037069686583
2023-01-07 04:00:00,25.154436253749967
2023-01-07 05:00:00,25.835939392709836
2023-01-07 06:00:00,27.724797657899963
2023-01-07 07:00:00,25.718685672000916
2023-01-07 08:00:00,25.43468461627367
2023-01-07 09:00:00,26.46835828083269
2023-01-07 10:00:00,27.9569513623318
2023-01-07 11:00:00,25.7261658145345
2023-01-07 12:00:00,27.016406642217635
2023-01-07 13:00:00,27.284858845986154
2023-01-07 14:00:00,25.7129126319772
2023-01-07 15:00:00,27.184649045835577
2023-01-07 16:00:00,26.10334939815776
2023-01-07 17:00:00,26.896917491780737
2023-01-07 18:00:00,26.900589132282683
2023-01-07 19:00:00,26.607324052224275
2023-01-07 20:00:00,25.270869310163224
2023-01-07 21:00:00,27.505907486767715
2023-01-07 22:00:00,25.962340194915207
2023-01-07 23:00:00,25.559555531199564
2023-01-08 00:00:00,25.122325424664293
2023-01-08 01:00:00,26.772678829564725
2023-01-08 02:00:00,27.032693085526848
2023-01-08 03:00:00,25.04976348678357
2023-01-08 04:00:00,26.536279174897842
2023-01-08 05:00:00,25.679487325593815
2023-01-08 06:00:00,26.935518371228348
2023-01-08 07:00:00,25.523099287014976
2023-01-08 08:00:00,27.0728132143074
2023-01-08 09:00:00,26.160206038901613
2023-01-08 10:00:00,27.810189966210203
2023-01-08 11:00:00,25.41256283243798
2023-01-08 12:00:00,26.023199053150776
2023-01-08 13:00:00,25.340420563721768
2023-01-08 14:00:00,27.774080854835688
2023-01-08 15:00:00,27.632018060142943
2023-01-08 16:00:00,25.773824883145465
2023-01-08 17:00:00,26.979952138102536
2023-01-08 18:00:00,27.451666600603648
2023-01-08 19:00:00,26.665602434798387
2023-01-08 20:00:00,26.58895173506802
2023-01-08 21:00:00,25.725556872701354
2023-01-08 22:00:00,25.279308303417697
2023-01-08 23:00:00,27.69164727385998
2023-01-09 00:00:00,27.701254171489992
2023-01-09 01:00:00,26.899304371819802
2023-01-09 02:00:00,26.017089373146103
2023-01-09 03:00:00,26.04762872383798
2023-01-09 04:00:00,27.177867036610717
2023-01-09 05:00:00,27.69133077985773
2023-01-09 06:00:00,27.661259272795352
2023-01-09 07:00:00,27.33962663757287
2023-01-09 08:00:00,26.926094938462864
2023-01-09 09:00:00,25.252419894985145
2023-01-09 10:00:00,25.48488614228384
2023-01-09 11:00:00,27.695662565581237
2023-01-09 12:00:00,26.81928717897877
2023-01-09 13:00:00,25.02759115484989
2023-01-09 14:00:00,25.304414628598096
2023-01-09 15:00:00,26.990505307324167
2023-01-09 16:00:00,25.015184751538655
2023-01-09 17:00:00,25.482424154252495
2023-01-09 18:00:00,26.64620136809976
2023-01-09 19:00:00,27.07568559307808
2023-01-09 20:00:00,26.9558837785078
2023-01-09 21:00:00,25.67280792838168
2023-01-09 22:00:00,27.136537664042606
2023-01-09 23:00:00,25.7117472624904
2023-01-10 00:00:00,25.976199094477803
2023-01-10 01:00:00,27.239474215354072
